"","Target","PIDGene","InteractionType","Group","InPID"
"2058","BCAS3","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"2059","PHACTR1","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"2060","PLEKHA7","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"2061","ADH1A","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"2062","TCF4","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"2063","HERC1","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"2064","IL1R1","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"2065","CDC42BPA","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"2066","SORBS2","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"2067","KAT6B","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"2068","EXOC6","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"2069","PPP1R15A","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"2070","ANGPT2","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"2071","FCER1A","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"2072","GABBR2","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"2073","GTDC1","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"2074","FNDC3B","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"2075","TJP2","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"2076","TMEM204","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"2077","SORBS1","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"2078","ERC2","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"2079","DENND1A","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"2080","ADD3","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"2081","NAALADL2","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"2082","PLD1","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"2083","TGFBR3","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"2084","NBAS","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"2085","EMCN","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"2086","UST","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"2087","PHACTR2","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"2088","DAAM1","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"2089","THADA","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"2090","UTRN","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"2091","LMBR1","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"2092","TMTC2","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"2093","FAM172A","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"2094","WT1","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"2095","PTK2","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"2096","TAOK3","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"2097","OFCC1","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"2098","ARID1B","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"2099","TRPS1","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"2100","GRIK2","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"2101","ZBTB20","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"2102","NLGN1","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"2103","TXNRD1","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"2104","KALRN","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"2105","LHFPL2","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"2106","FHOD3","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"2107","FAM171A1","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"2108","PRKAG2","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"2109","ELMO1","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"2110","LIMCH1","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"2111","BCAR3","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"2112","HMGB1","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"2113","ITPR2","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"2114","GULP1","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"2115","PSD3","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"2116","NME7","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"2117","SIPA1L1","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"2118","HRAS","GATA2","PIDGeneIsPTMSubstrate","Table 5 Congenital defects of phagocyte number or function",TRUE
"2119","PRUNE2","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"2120","PSD4","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"2121","ZBTB16","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"2122","TNFAIP8","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"2123","CDH18","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"2124","RBMS1","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"2125","CBLB","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"2126","FLT1","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"2127","HMCN1","GATA2","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"2128","GFI1B","GFI1","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"2129","BAX","GFI1","PIDGeneIsTF","Table 5 Congenital defects of phagocyte number or function",TRUE
"2130","PRKCA","ITGB2","PIDGeneIsPTMSubstrate","Table 5 Congenital defects of phagocyte number or function",TRUE
"2131","PRKCD","ITGB2","PIDGeneIsPTMSubstrate","Table 5 Congenital defects of phagocyte number or function",TRUE
"2132","PRKCB","ITGB2","PIDGeneIsPTMSubstrate","Table 5 Congenital defects of phagocyte number or function",TRUE
"2133","PRKCH","ITGB2","PIDGeneIsPTMSubstrate","Table 5 Congenital defects of phagocyte number or function",TRUE
"2134","ZNF263","ITGB2","PIDGeneIsTranscribed","Table 5 Congenital defects of phagocyte number or function",TRUE
"2135","CEBPA","ITGB2","PIDGeneIsTranscribed","Table 5 Congenital defects of phagocyte number or function",TRUE
"2136","RUNX1","ITGB2","PIDGeneIsTranscribed","Table 5 Congenital defects of phagocyte number or function",TRUE
"2137","EGR1","ITGB2","PIDGeneIsTranscribed","Table 5 Congenital defects of phagocyte number or function",TRUE
"2138","SPI1","ITGB2","PIDGeneIsTranscribed","Table 5 Congenital defects of phagocyte number or function",TRUE
"2139","STAT1","ITGB2","PIDGeneIsTranscribed","Table 5 Congenital defects of phagocyte number or function",TRUE
"2140","HIF1A","ITGB2","PIDGeneIsTranscribed","Table 5 Congenital defects of phagocyte number or function",TRUE
"2141","MAPK3","MKL1","PIDGeneIsPTMSubstrate","Table 5 Congenital defects of phagocyte number or function",FALSE
"2142","SPI1","MKL1","PIDGeneIsTranscribed","Table 5 Congenital defects of phagocyte number or function",FALSE
"2143","MAPK1","MKL1","PIDGeneIsPTMSubstrate","Table 5 Congenital defects of phagocyte number or function",FALSE
"2144","STAT1","MKL1","PIDGeneIsTranscribed","Table 5 Congenital defects of phagocyte number or function",FALSE
"2145","FOS","MKL1","PIDGeneIsTranscribed","Table 5 Congenital defects of phagocyte number or function",FALSE
"2146","AKT3","NCF1","PIDGeneIsPTMSubstrate","Table 5 Congenital defects of phagocyte number or function",TRUE
"2147","PRKCZ","NCF1","PIDGeneIsPTMSubstrate","Table 5 Congenital defects of phagocyte number or function",TRUE
"2148","PRKCD","NCF1","PIDGeneIsPTMSubstrate","Table 5 Congenital defects of phagocyte number or function",TRUE
"2149","PRKCA","NCF1","PIDGeneIsPTMSubstrate","Table 5 Congenital defects of phagocyte number or function",TRUE
"2150","PRKCB","NCF1","PIDGeneIsPTMSubstrate","Table 5 Congenital defects of phagocyte number or function",TRUE
"2151","MAPK3","NCF1","PIDGeneIsPTMSubstrate","Table 5 Congenital defects of phagocyte number or function",TRUE
"2152","AKT1","NCF1","PIDGeneIsPTMSubstrate","Table 5 Congenital defects of phagocyte number or function",TRUE
"2153","HBP1","NCF1","PIDGeneIsTranscribed","Table 5 Congenital defects of phagocyte number or function",TRUE
"2154","IRAK4","NCF1","PIDGeneIsPTMSubstrate","Table 5 Congenital defects of phagocyte number or function",TRUE
"2155","SPI1","NCF1","PIDGeneIsTranscribed","Table 5 Congenital defects of phagocyte number or function",TRUE
"2156","MAPK1","NCF1","PIDGeneIsPTMSubstrate","Table 5 Congenital defects of phagocyte number or function",TRUE
"2157","AKT2","NCF1","PIDGeneIsPTMSubstrate","Table 5 Congenital defects of phagocyte number or function",TRUE
"2158","STAT1","NCF2","PIDGeneIsTranscribed","Table 5 Congenital defects of phagocyte number or function",TRUE
"2159","SPI1","NCF2","PIDGeneIsTranscribed","Table 5 Congenital defects of phagocyte number or function",TRUE
"2160","IRF8","NCF2","PIDGeneIsTranscribed","Table 5 Congenital defects of phagocyte number or function",TRUE
"2161","SPI1","NCF4","PIDGeneIsTranscribed","Table 5 Congenital defects of phagocyte number or function",TRUE
"2162","PRKCD","NCF4","PIDGeneIsPTMSubstrate","Table 5 Congenital defects of phagocyte number or function",TRUE
"2163","LATS2","TAZ","PIDGeneIsPTMSubstrate","Table 5 Congenital defects of phagocyte number or function",FALSE
"2164","CSNK1E","TAZ","PIDGeneIsPTMSubstrate","Table 5 Congenital defects of phagocyte number or function",FALSE
"2165","LATS1","TAZ","PIDGeneIsPTMSubstrate","Table 5 Congenital defects of phagocyte number or function",FALSE
"2166","TCF12","TAZ","PIDGeneIsTranscribed","Table 5 Congenital defects of phagocyte number or function",FALSE
"2167","FOS","TAZ","PIDGeneIsTranscribed","Table 5 Congenital defects of phagocyte number or function",FALSE
"2168","CSNK1D","TAZ","PIDGeneIsPTMSubstrate","Table 5 Congenital defects of phagocyte number or function",FALSE
"2169","SRF","TAZ","PIDGeneIsTranscribed","Table 5 Congenital defects of phagocyte number or function",FALSE
"2170","TAL1","TAZ","PIDGeneIsTranscribed","Table 5 Congenital defects of phagocyte number or function",FALSE
"2171","GATA3","TAZ","PIDGeneIsTranscribed","Table 5 Congenital defects of phagocyte number or function",FALSE
"2172","SOX2","VPS13B","PIDGeneIsTranscribed","Table 5 Congenital defects of phagocyte number or function",TRUE
"2173","SPI1","VPS13B","PIDGeneIsTranscribed","Table 5 Congenital defects of phagocyte number or function",TRUE
"2174","GATA2","VPS13B","PIDGeneIsTranscribed","Table 5 Congenital defects of phagocyte number or function",TRUE
"2175","FOXA1","VPS13B","PIDGeneIsTranscribed","Table 5 Congenital defects of phagocyte number or function",TRUE
"2176","CSNK2A1","WAS","PIDGeneIsPTMSubstrate","Table 5 Congenital defects of phagocyte number or function",TRUE
"2177","ETS1","WAS","PIDGeneIsTranscribed","Table 5 Congenital defects of phagocyte number or function",TRUE
"2178","MYB","WAS","PIDGeneIsTranscribed","Table 5 Congenital defects of phagocyte number or function",TRUE
"2179","SPI1","WAS","PIDGeneIsTranscribed","Table 5 Congenital defects of phagocyte number or function",TRUE
"2180","HCK","WAS","PIDGeneIsPTMSubstrate","Table 5 Congenital defects of phagocyte number or function",TRUE
"2181","CSNK2A2","WAS","PIDGeneIsPTMSubstrate","Table 5 Congenital defects of phagocyte number or function",TRUE
"2182","PTPN12","WAS","PIDGeneIsPTMSubstrate","Table 5 Congenital defects of phagocyte number or function",TRUE
"2183","BTK","WAS","PIDGeneIsPTMSubstrate","Table 5 Congenital defects of phagocyte number or function",TRUE
"2184","SRF","WDR1","PIDGeneIsTranscribed","Table 5 Congenital defects of phagocyte number or function",TRUE
"2185","ETS1","WDR1","PIDGeneIsTranscribed","Table 5 Congenital defects of phagocyte number or function",TRUE
"2186","MITF","CLCN7","PIDGeneIsTranscribed","Table 6 Defects in intrinsic and innate immunity",TRUE
"2187","YY1","CXCR4","PIDGeneIsTranscribed","Table 6 Defects in intrinsic and innate immunity",TRUE
"2188","ETS1","CXCR4","PIDGeneIsTranscribed","Table 6 Defects in intrinsic and innate immunity",TRUE
"2189","MYC","CXCR4","PIDGeneIsTranscribed","Table 6 Defects in intrinsic and innate immunity",TRUE
"2190","USF2","CXCR4","PIDGeneIsTranscribed","Table 6 Defects in intrinsic and innate immunity",TRUE
"2191","HIF1A","CXCR4","PIDGeneIsTranscribed","Table 6 Defects in intrinsic and innate immunity",TRUE
"2192","USF1","CXCR4","PIDGeneIsTranscribed","Table 6 Defects in intrinsic and innate immunity",TRUE
"2193","RELA","CXCR4","PIDGeneIsTranscribed","Table 6 Defects in intrinsic and innate immunity",TRUE
"2194","SNAI2","CXCR4","PIDGeneIsTranscribed","Table 6 Defects in intrinsic and innate immunity",TRUE
"2195","CREB1","CXCR4","PIDGeneIsTranscribed","Table 6 Defects in intrinsic and innate immunity",TRUE
"2196","GATA1","CYBB","PIDGeneIsTranscribed","Table 6 Defects in intrinsic and innate immunity",TRUE
"2197","GATA2","CYBB","PIDGeneIsTranscribed","Table 6 Defects in intrinsic and innate immunity",TRUE
"2198","IRF1","CYBB","PIDGeneIsTranscribed","Table 6 Defects in intrinsic and innate immunity",TRUE
"2199","IRF8","CYBB","PIDGeneIsTranscribed","Table 6 Defects in intrinsic and innate immunity",TRUE
"2200","SPI1","CYBB","PIDGeneIsTranscribed","Table 6 Defects in intrinsic and innate immunity",TRUE
"2201","STAT1","CYBB","PIDGeneIsTranscribed","Table 6 Defects in intrinsic and innate immunity",TRUE
"2202","STAT1","FCGR3A","PIDGeneIsTranscribed","Table 6 Defects in intrinsic and innate immunity",TRUE
"2203","STAT3","IFNAR1","PIDGeneIsTranscribed","Table 6 Defects in intrinsic and innate immunity",TRUE
"2204","TYK2","IFNAR1","PIDGeneIsPTMSubstrate","Table 6 Defects in intrinsic and innate immunity",TRUE
"2205","CREBBP","IFNAR2","PIDGeneIsPTMSubstrate","Table 6 Defects in intrinsic and innate immunity",TRUE
"2206","E2F4","IFNAR2","PIDGeneIsTranscribed","Table 6 Defects in intrinsic and innate immunity",TRUE
"2207","GLI2","IFNGR1","PIDGeneIsTranscribed","Table 6 Defects in intrinsic and innate immunity",TRUE
"2208","SP1","IFNGR1","PIDGeneIsTranscribed","Table 6 Defects in intrinsic and innate immunity",TRUE
"2209","JAK1","IFNGR1","PIDGeneIsPTMSubstrate","Table 6 Defects in intrinsic and innate immunity",TRUE
"2210","CEBPA","IFNGR1","PIDGeneIsTranscribed","Table 6 Defects in intrinsic and innate immunity",TRUE
"2211","STAT1","IFNGR1","PIDGeneIsTranscribed","Table 6 Defects in intrinsic and innate immunity",TRUE
"2212","STAT1","IFNGR2","PIDGeneIsTranscribed","Table 6 Defects in intrinsic and innate immunity",TRUE
"2213","FOS","IFNGR2","PIDGeneIsTranscribed","Table 6 Defects in intrinsic and innate immunity",TRUE
"2214","FOS","IL12B","PIDGeneIsTranscribed","Table 6 Defects in intrinsic and innate immunity",TRUE
"2215","SPI1","IL12B","PIDGeneIsTranscribed","Table 6 Defects in intrinsic and innate immunity",TRUE
"2216","VDR","IL12B","PIDGeneIsTranscribed","Table 6 Defects in intrinsic and innate immunity",TRUE
"2217","REL","IL12B","PIDGeneIsTranscribed","Table 6 Defects in intrinsic and innate immunity",TRUE
"2218","CEBPB","IL12B","PIDGeneIsTranscribed","Table 6 Defects in intrinsic and innate immunity",TRUE
"2219","IRF1","IL12B","PIDGeneIsTranscribed","Table 6 Defects in intrinsic and innate immunity",TRUE
"2220","ETS2","IL12B","PIDGeneIsTranscribed","Table 6 Defects in intrinsic and innate immunity",TRUE
